,Recency,Frequency,Monetary,AvgOrderValue,ItemsPerTransaction
490,74,2,558.7,279.35,109.5
491,292,1,535.32,535.32,136.0
493,31,3,409.5,136.5,66.66666666666667
494,23,2,503.76,251.88,202.5
495,23,4,414.76,103.69,60.0
496,4,3,974.4200000000001,324.8066666666667,153.0
497,85,1,211.32,211.32,108.0
498,22,4,1226.89,306.7225,166.0
499,196,3,455.88,151.96,114.0
500,107,3,534.85,178.28333333333333,126.33333333333333
502,318,1,120.94999999999999,120.94999999999999,73.0
503,106,3,149.05,49.68333333333334,34.333333333333336
505,174,2,513.7,256.85,86.0
506,56,1,81.57,81.57,55.0
507,323,1,229.46999999999997,229.46999999999997,175.0
508,372,1,50.550000000000004,50.550000000000004,13.0
509,9,8,1661.8400000000001,207.73000000000002,103.0
510,1,13,4810.9400000000005,370.07230769230773,171.07692307692307
511,11,10,3466.2799999999997,346.628,90.5
512,53,5,3346.28,669.2560000000001,323.4
513,73,3,789.89,263.2966666666667,175.66666666666666
514,7,1,204.0,204.0,48.0
516,4,9,2616.38,290.7088888888889,150.22222222222223
517,64,2,689.9,344.95,143.0
518,1,5,975.36,195.072,324.0
520,23,2,661.3199999999999,330.65999999999997,399.0
521,31,3,1247.5,415.8333333333333,44.666666666666664
522,11,2,799.48,399.74,197.0
523,52,2,1010.18,505.09,187.5
524,357,1,190.55,190.55,83.0
525,55,2,642.77,321.385,184.5
526,74,2,921.88,460.94,322.0
527,138,3,881.07,293.69,143.66666666666666
528,80,3,908.46,302.82,120.0
529,9,2,676.99,338.495,177.5
530,273,1,516.42,516.42,254.0
531,291,1,560.47,560.47,429.0
532,99,1,305.28000000000003,305.28000000000003,221.0
533,31,2,629.31,314.655,132.0
534,32,10,3237.54,323.754,139.1
535,14,4,1835.91,458.9775,309.5
536,64,2,656.6800000000001,328.34000000000003,134.0
538,212,1,348.15000000000003,348.15000000000003,222.0
539,78,3,1214.41,404.80333333333334,298.0
540,25,3,271.40000000000003,90.46666666666668,17.333333333333332
541,250,1,183.4,183.4,35.0
542,254,1,307.53,307.53,123.0
543,72,1,248.61,248.61,107.0
544,191,1,346.98,346.98,343.0
545,13,4,1119.49,279.8725,129.0
546,373,1,205.86,205.86,74.0
547,24,2,470.8,235.4,161.0
548,82,1,115.46000000000001,115.46000000000001,32.0
549,10,2,344.0,172.0,100.0
551,192,1,228.8,228.8,110.0
552,267,1,177.15,177.15,69.0
553,130,1,919.61,919.61,485.0
554,1,4,729.27,182.3175,215.75
556,4,5,220.10000000000002,44.02,12.4
557,179,1,58.08,58.08,120.0
559,126,9,3613.63,401.51444444444445,480.44444444444446
560,4,2,303.75,151.875,93.5
561,158,2,416.08000000000004,208.04000000000002,108.0
564,28,1,345.82,345.82,466.0
565,71,5,477.83,95.566,55.8
567,21,12,1927.3200000000002,160.61,143.0
568,71,1,74.39999999999999,74.39999999999999,144.0
571,99,1,207.35999999999999,207.35999999999999,288.0
572,234,1,101.19,101.19,113.0
574,40,1,243.94,243.94,82.0
575,3,6,1098.48,183.08,84.0
576,133,1,76.5,76.5,18.0
577,44,4,1531.6200000000001,382.90500000000003,323.25
578,373,1,350.06,350.06,298.0
579,60,2,786.54,393.27,260.0
580,31,7,1488.67,212.66714285714286,55.42857142857143
582,12,4,2294.78,573.695,391.75
583,138,1,501.14,501.14,291.0
584,22,8,984.91,123.11375,118.125
585,20,5,1197.81,239.56199999999998,82.0
586,239,1,30.599999999999998,30.599999999999998,12.0
587,269,1,283.73,283.73,252.0
588,94,2,922.39,461.195,292.5
590,5,8,2099.64,262.455,267.875
591,78,1,259.17,259.17,127.0
592,94,1,64.0,64.0,32.0
593,23,3,1073.3,357.76666666666665,149.0
594,262,1,77.3,77.3,20.0
595,274,2,109.8,54.9,16.0
596,86,4,1793.58,448.395,264.75
598,56,5,2607.61,521.522,265.6
599,11,8,3650.41,456.30125,278.25
600,22,6,962.39,160.39833333333334,78.83333333333333
601,16,7,5064.94,723.5628571428571,346.42857142857144
602,108,3,423.72,141.24,62.0
603,85,5,2388.75,477.75,309.6
604,19,1,307.09,307.09,258.0
605,333,1,110.95,110.95,21.0
606,40,4,618.52,154.63,36.25
607,26,1,228.91,228.91,154.0
608,10,4,712.8000000000001,178.20000000000002,36.0
609,29,12,3707.12,308.9266666666667,164.58333333333334
610,14,4,1676.06,419.015,320.0
612,6,1,486.22,486.22,418.0
613,33,4,971.76,242.94,124.25
614,49,4,1741.22,435.305,359.75
615,95,4,1201.06,300.265,196.0
616,9,4,1437.85,359.4625,264.75
617,22,1,91.8,91.8,56.0
618,313,1,112.75,112.75,29.0
619,122,4,1688.29,422.0725,428.25
620,46,2,1021.48,510.74,688.0
621,283,1,417.2,417.2,216.0
622,19,4,791.33,197.8325,196.25
623,36,4,1319.19,329.7975,170.5
624,64,2,712.88,356.44,136.0
625,27,1,116.00999999999999,116.00999999999999,147.0
626,22,3,468.41,156.13666666666668,76.33333333333333
627,4,2,353.65,176.825,138.5
628,16,3,2817.03,939.0100000000001,465.0
629,46,1,492.84,492.84,453.0
630,65,1,282.45,282.45,91.0
632,45,1,121.18,121.18,201.0
633,8,9,3957.78,439.75333333333333,245.33333333333334
634,15,10,1701.29,170.129,169.2
635,268,1,71.4,71.4,12.0
636,40,3,1575.89,525.2966666666667,273.3333333333333
637,337,1,236.02,236.02,95.0
638,11,1,114.60000000000001,114.60000000000001,25.0
639,19,2,260.68,130.34,421.0
640,95,2,911.94,455.97,297.5
641,61,1,117.88,117.88,50.0
642,136,1,60.7,60.7,26.0
643,11,4,1797.78,449.445,306.0
644,10,6,3401.2400000000002,566.8733333333333,441.3333333333333
646,19,4,870.09,217.5225,129.0
647,10,4,869.46,217.365,200.0
648,15,2,250.26000000000002,125.13000000000001,65.0
649,59,6,1223.9,203.98333333333335,134.0
651,94,1,353.48,353.48,316.0
652,10,3,1197.42,399.14000000000004,291.3333333333333
653,20,3,788.08,262.6933333333333,103.33333333333333
654,57,5,1520.58,304.116,272.0
655,268,1,333.74,333.74,297.0
656,122,3,533.98,177.99333333333334,87.33333333333333
657,127,1,62.63999999999999,62.63999999999999,88.0
658,78,4,819.2900000000001,204.82250000000002,49.0
659,240,2,847.41,423.705,122.0
660,200,2,163.20000000000002,81.60000000000001,44.0
663,273,1,108.21000000000001,108.21000000000001,80.0
664,202,1,257.7,257.7,99.0
665,81,1,358.0,358.0,200.0
666,226,1,160.95,160.95,63.0
667,4,14,2806.97,200.49785714285713,118.92857142857143
668,13,7,1357.6,193.94285714285712,111.14285714285714
669,74,2,605.12,302.56,502.0
670,212,1,1031.07,1031.07,441.0
671,25,2,744.85,372.425,208.0
672,17,4,700.73,175.1825,74.5
673,262,1,329.56,329.56,327.0
674,96,4,663.65,165.9125,74.5
675,112,3,270.40000000000003,90.13333333333334,43.333333333333336
676,203,1,600.07,600.07,233.0
677,93,1,121.74000000000001,121.74000000000001,38.0
678,51,1,430.5,430.5,125.0
679,18,6,1987.3,331.21666666666664,267.0
680,18,4,501.12,125.28,82.0
681,125,2,465.68,232.84,152.5
682,92,3,711.41,237.13666666666666,182.0
684,9,2,399.51,199.755,88.5
685,12,3,698.58,232.86,95.66666666666667
686,62,1,292.32,292.32,132.0
687,61,1,557.62,557.62,142.0
688,269,2,944.1,472.05,105.0
689,263,1,200.29,200.29,125.0
691,53,5,2107.66,421.532,350.4
692,11,12,3834.2599999999998,319.52166666666665,369.0
694,18,11,3214.69,292.24454545454546,332.54545454545456
696,366,1,590.0,590.0,200.0
697,37,1,217.38,217.38,253.0
698,31,2,276.56,138.28,48.0
699,113,1,138.98,138.98,153.0
700,64,2,590.9300000000001,295.46500000000003,80.5
701,16,4,258.4,64.6,44.0
702,41,1,542.73,542.73,537.0
703,78,1,137.75,137.75,73.0
704,122,3,814.86,271.62,174.0
705,18,3,1132.14,377.38000000000005,102.33333333333333
706,60,2,93.66,46.83,45.0
707,331,1,201.19,201.19,91.0
708,23,4,2709.12,677.28,512.75
709,156,1,361.11,361.11,233.0
710,39,2,578.9399999999999,289.46999999999997,173.5
711,190,2,873.74,436.87,226.5
712,360,1,201.20000000000002,201.20000000000002,82.0
713,137,1,87.4,87.4,78.0
714,8,4,2089.85,522.4625,240.75
715,1,1,360.0,360.0,96.0
716,268,1,142.5,142.5,30.0
717,169,1,371.89,371.89,203.0
718,104,4,618.09,154.5225,86.25
719,155,1,63.75,63.75,5.0
720,351,1,300.42,300.42,238.0
721,4,10,2000.86,200.08599999999998,123.2
722,120,1,15.0,15.0,4.0
723,23,3,1385.51,461.83666666666664,281.0
724,7,5,1456.79,291.358,308.8
725,28,3,1132.03,377.3433333333333,195.66666666666666
726,4,2,598.57,299.285,152.5
727,22,5,1555.32,311.06399999999996,170.2
728,2,3,775.94,258.6466666666667,186.66666666666666
730,66,6,2273.68,378.94666666666666,172.5
731,1,3,640.76,213.58666666666667,101.33333333333333
733,78,4,1548.7,387.175,274.0
734,72,2,567.36,283.68,186.0
735,17,1,199.48000000000002,199.48000000000002,117.0
736,3,5,787.85,157.57,35.0
738,82,1,675.3,675.3,240.0
739,39,8,3627.77,453.47125,200.0
741,32,2,789.0,394.5,231.5
742,93,3,1140.93,380.31,250.33333333333334
743,14,1,350.9,350.9,179.0
745,77,1,795.12,795.12,559.0
746,158,1,487.02,487.02,256.0
747,201,1,860.12,860.12,326.0
749,261,1,775.85,775.85,301.0
750,178,1,353.43,353.43,135.0
751,68,3,2543.72,847.9066666666666,323.6666666666667
752,288,1,389.5,389.5,141.0
753,70,1,341.36,341.36,205.0
754,64,1,233.76,233.76,136.0
755,11,1,247.32,247.32,225.0
756,16,2,979.12,489.56,143.5
757,66,1,373.94,373.94,117.0
758,60,1,397.97999999999996,397.97999999999996,321.0
759,71,1,743.53,743.53,604.0
760,122,1,674.7,674.7,314.0
761,80,1,768.24,768.24,325.0
762,257,1,609.95,609.95,322.0
763,269,1,439.03,439.03,285.0
764,64,1,439.56,439.56,161.0
765,9,4,3090.7400000000002,772.6850000000001,345.5
766,18,2,992.5,496.25,355.0
767,71,1,134.95999999999998,134.95999999999998,71.0
769,50,1,56.160000000000004,56.160000000000004,144.0
770,257,2,623.4,311.7,163.5
771,366,1,308.28000000000003,308.28000000000003,149.0
772,372,1,754.87,754.87,343.0
773,90,1,378.64,378.64,159.0
775,89,1,778.65,778.65,442.0
776,99,3,1019.76,339.92,164.33333333333334
777,26,3,572.56,190.85333333333332,200.33333333333334
778,32,6,3639.31,606.5516666666666,338.1666666666667
779,281,1,222.99,222.99,131.0
780,31,7,4151.93,593.1328571428572,346.0
781,330,1,534.57,534.57,281.0
782,131,2,677.1,338.55,141.0
783,11,3,797.96,265.9866666666667,143.0
784,75,1,544.08,544.08,224.0
785,204,1,59.8,59.8,4.0
786,2,8,2520.02,315.0025,299.0
787,185,1,307.72,307.72,336.0
788,29,2,1360.99,680.495,300.0
789,73,5,1544.13,308.826,86.0
790,192,1,457.34,457.34,281.0
791,127,2,621.23,310.615,239.5
