CustomerID,Frequency,Monetary,LastPurchaseDate,TotalQuantity,Country,Recency,AvgOrderValue,ItemsPerTransaction
12468.0,2,729.5400000000001,2011-06-05 11:36:00,366,Germany,188,364.77000000000004,183.0
12478.0,1,680.99,2011-12-06 09:56:00,236,Greece,4,680.99,236.0
12479.0,1,527.2,2011-11-28 13:26:00,385,Germany,11,527.2,385.0
12483.0,8,2484.98,2011-11-22 17:02:00,1110,Sweden,17,310.6225,138.75
12488.0,3,1298.66,2011-11-30 08:50:00,529,France,10,432.8866666666667,176.33333333333334
12491.0,1,460.40000000000003,2011-11-01 12:18:00,260,France,39,460.40000000000003,260.0
12492.0,2,263.21000000000004,2011-10-07 15:15:00,192,Germany,63,131.60500000000002,96.0
12493.0,2,433.74,2011-06-27 10:17:00,207,France,166,216.87,103.5
12494.0,7,1246.1000000000001,2011-11-24 09:34:00,707,France,16,178.01428571428573,101.0
12498.0,3,403.70000000000005,2011-11-18 12:53:00,159,Germany,21,134.5666666666667,53.0
12504.0,2,482.04999999999995,2011-11-21 16:02:00,90,Germany,18,241.02499999999998,45.0
12506.0,1,73.5,2011-04-21 08:54:00,23,France,233,73.5,23.0
12507.0,3,1304.81,2011-07-28 17:09:00,894,Spain,134,434.93666666666667,298.0
12508.0,2,398.27,2011-11-13 15:37:00,272,France,26,199.135,136.0
12509.0,1,176.5,2011-02-28 14:45:00,55,France,284,176.5,55.0
12510.0,2,982.5699999999999,2011-07-20 10:15:00,353,Spain,143,491.28499999999997,176.5
12512.0,2,138.03,2011-10-04 14:55:00,99,Israel,66,69.015,49.5
12516.0,2,1312.06,2011-09-23 09:13:00,875,Germany,78,656.03,437.5
12517.0,5,2502.84,2011-11-11 14:04:00,1371,Germany,28,500.56800000000004,274.2
12518.0,5,2056.89,2011-12-09 10:13:00,1318,Germany,1,411.378,263.6
12519.0,1,340.84,2011-10-07 09:26:00,183,Germany,64,340.84,183.0
12520.0,5,2634.26,2011-09-21 15:23:00,1439,Germany,79,526.8520000000001,287.8
12521.0,1,599.68,2011-07-20 10:51:00,309,Germany,143,599.68,309.0
12522.0,2,192.72,2011-10-31 15:30:00,194,Germany,39,96.36,97.0
12523.0,11,1789.77,2011-11-20 12:55:00,865,France,19,162.70636363636365,78.63636363636364
12526.0,3,1316.66,2011-12-09 12:09:00,632,Germany,1,438.8866666666667,210.66666666666666
12527.0,3,348.71000000000004,2011-09-19 11:55:00,234,Germany,82,116.23666666666668,78.0
12528.0,6,1933.48,2011-11-30 14:40:00,756,Germany,9,322.24666666666667,126.0
12530.0,4,1662.28,2011-10-11 12:34:00,913,Germany,60,415.57,228.25
12531.0,1,125.22,2011-11-25 11:12:00,45,Germany,15,125.22,45.0
12532.0,1,349.83000000000004,2011-11-09 13:47:00,153,France,30,349.83000000000004,153.0
12535.0,2,716.35,2011-09-09 08:48:00,219,France,92,358.175,109.5
12538.0,1,363.95,2011-11-10 17:16:00,191,Spain,29,363.95,191.0
12541.0,3,981.18,2011-11-10 10:40:00,680,Spain,30,327.06,226.66666666666666
12544.0,1,372.7,2011-11-03 16:15:00,136,Spain,36,372.7,136.0
12545.0,2,1000.39,2011-09-25 13:39:00,523,Spain,75,500.195,261.5
12546.0,2,1161.5,2011-10-24 12:09:00,633,Spain,47,580.75,316.5
12547.0,2,207.79999999999998,2011-05-26 12:38:00,134,Spain,198,103.89999999999999,67.0
12548.0,1,95.19999999999999,2011-06-26 15:35:00,49,Spain,166,95.19999999999999,49.0
12552.0,2,437.82,2011-11-01 10:02:00,88,Italy,39,218.91,44.0
12556.0,2,603.71,2011-10-20 13:06:00,358,Spain,50,301.855,179.0
12558.0,1,269.96,2011-12-02 10:41:00,196,USA,8,269.96,196.0
12559.0,2,561.71,2011-02-02 09:49:00,283,Germany,311,280.855,141.5
12560.0,3,2134.01,2011-12-04 13:54:00,1110,Germany,5,711.3366666666667,370.0
12561.0,1,238.85,2011-02-10 11:39:00,177,Germany,303,238.85,177.0
12564.0,1,456.9,2011-03-23 14:55:00,133,France,261,456.9,133.0
12565.0,1,145.92,2011-02-24 10:34:00,80,Saudi Arabia,289,145.92,80.0
12566.0,1,351.65,2011-09-14 14:30:00,265,Germany,86,351.65,265.0
12571.0,2,519.61,2011-10-31 10:19:00,523,France,40,259.805,261.5
12572.0,2,1020.42,2011-12-01 09:20:00,452,Germany,9,510.21,226.0
12573.0,1,160.54000000000002,2011-04-26 15:52:00,84,France,227,160.54000000000002,84.0
12574.0,1,218.45,2011-01-28 09:20:00,61,France,316,218.45,61.0
12576.0,5,1315.83,2011-11-04 10:11:00,967,Poland,36,263.166,193.4
12577.0,3,657.8,2011-11-04 13:24:00,472,France,35,219.26666666666665,157.33333333333334
12579.0,1,440.42,2011-09-22 17:15:00,285,France,78,440.42,285.0
12580.0,1,415.7,2011-04-07 10:24:00,238,Germany,247,415.7,238.0
12581.0,1,197.71,2011-10-31 08:56:00,161,Germany,40,197.71,161.0
12582.0,2,511.36,2011-04-15 08:45:00,300,Finland,239,255.68,150.0
12584.0,9,2338.15,2011-12-06 09:35:00,416,Italy,4,259.7944444444445,46.22222222222222
12586.0,1,196.94000000000003,2011-11-22 16:24:00,79,Italy,17,196.94000000000003,79.0
12587.0,1,144.0,2011-12-02 12:47:00,51,Finland,8,144.0,51.0
12588.0,1,214.89999999999998,2011-10-31 15:01:00,53,Finland,39,214.89999999999998,53.0
12589.0,2,646.68,2011-11-11 10:19:00,306,France,29,323.34,153.0
12591.0,1,452.84999999999997,2011-01-26 14:35:00,228,Italy,317,452.84999999999997,228.0
12592.0,2,437.6,2011-09-08 15:04:00,290,Germany,92,218.8,145.0
12593.0,3,418.09999999999997,2011-08-23 12:43:00,206,France,109,139.36666666666665,68.66666666666667
12596.0,2,618.27,2011-10-19 13:02:00,474,Spain,51,309.135,237.0
12598.0,8,3023.08,2011-11-30 12:18:00,1964,France,10,377.885,245.5
12599.0,7,1032.58,2011-11-10 13:34:00,956,France,29,147.51142857142855,136.57142857142858
12600.0,10,2599.04,2011-11-11 10:29:00,774,Germany,29,259.904,77.4
12601.0,5,577.0600000000001,2011-06-03 10:17:00,245,Germany,190,115.412,49.0
12602.0,1,153.12,2011-10-12 11:22:00,162,France,59,153.12,162.0
12604.0,2,254.18,2011-09-21 14:08:00,201,France,79,127.09,100.5
12609.0,3,1126.85,2011-09-22 16:34:00,648,Germany,78,375.6166666666666,216.0
12610.0,5,2099.54,2011-11-17 09:34:00,1049,Italy,23,419.908,209.8
12612.0,1,704.0400000000001,2011-09-26 15:35:00,262,Germany,74,704.0400000000001,262.0
12614.0,1,315.6,2011-03-07 10:22:00,76,Germany,278,315.6,76.0
12615.0,4,2291.19,2011-12-07 15:02:00,1376,France,2,572.7975,344.0
12616.0,2,713.3,2011-09-05 15:17:00,284,France,95,356.65,142.0
12617.0,1,355.53,2011-11-10 14:39:00,213,France,29,355.53,213.0
12618.0,1,177.31,2011-11-18 11:10:00,96,Italy,22,177.31,96.0
12620.0,3,1339.41,2011-11-25 10:20:00,1181,France,15,446.47,393.6666666666667
12622.0,1,180.1,2011-04-21 16:39:00,69,Germany,232,180.1,69.0
12623.0,1,305.1,2011-03-08 13:50:00,191,Germany,276,305.1,191.0
12624.0,2,641.13,2011-08-25 15:04:00,355,France,106,320.565,177.5
12628.0,3,786.46,2011-12-05 13:15:00,448,Germany,4,262.15333333333336,149.33333333333334
12630.0,2,1270.88,2011-11-30 10:48:00,548,Finland,10,635.44,274.0
12631.0,1,640.5,2011-10-13 13:53:00,236,Finland,57,640.5,236.0
12633.0,4,2163.98,2011-10-12 11:40:00,1162,Germany,59,540.995,290.5
12639.0,1,486.1,2011-04-15 12:48:00,201,Sweden,239,486.1,201.0
12640.0,3,1174.58,2011-11-16 11:52:00,311,France,24,391.52666666666664,103.66666666666667
12641.0,1,185.9,2011-08-16 13:26:00,72,Sweden,115,185.9,72.0
12642.0,3,1013.26,2011-11-14 15:03:00,552,Germany,25,337.75333333333333,184.0
12644.0,1,477.91,2011-08-02 10:33:00,325,Germany,130,477.91,325.0
12645.0,4,1775.18,2011-11-06 12:38:00,1084,Germany,34,443.795,271.0
12648.0,1,318.05,2011-07-08 11:55:00,160,Germany,155,318.05,160.0
12649.0,3,623.51,2011-08-24 14:41:00,586,Germany,107,207.83666666666667,195.33333333333334
12650.0,1,314.44,2011-12-06 16:34:00,254,France,3,314.44,254.0
12654.0,5,601.98,2011-11-29 10:10:00,264,Germany,11,120.396,52.8
12657.0,4,1643.18,2011-11-28 15:47:00,1044,France,11,410.795,261.0
12658.0,1,686.05,2011-11-21 10:22:00,320,Germany,19,686.05,320.0
12659.0,1,91.68,2011-11-10 11:53:00,105,France,30,91.68,105.0
12660.0,1,245.1,2011-11-28 13:26:00,127,France,11,245.1,127.0
12665.0,1,63.0,2011-01-19 08:34:00,37,Germany,325,63.0,37.0
12667.0,1,620.13,2011-10-12 17:00:00,395,Finland,58,620.13,395.0
12670.0,5,2996.05,2011-11-29 15:23:00,1397,France,10,599.21,279.4
12673.0,2,610.52,2011-12-04 13:55:00,351,Germany,5,305.26,175.5
12674.0,4,1970.6,2011-11-01 12:12:00,1133,France,39,492.65,283.25
12676.0,6,1331.39,2011-11-15 12:25:00,670,Sweden,25,221.89833333333334,111.66666666666667
12679.0,4,1113.02,2011-10-12 12:30:00,554,France,59,278.255,138.5
12680.0,4,862.81,2011-12-09 12:50:00,443,France,1,215.7025,110.75
12684.0,7,2283.63,2011-12-02 09:53:00,1985,France,8,326.23285714285714,283.57142857142856
12685.0,6,2863.08,2011-11-11 13:46:00,1523,France,28,477.18,253.83333333333334
12689.0,2,1247.61,2011-11-14 08:31:00,628,France,26,623.805,314.0
12690.0,1,389.01,2011-05-18 09:09:00,106,France,206,389.01,106.0
12691.0,6,1035.8,2011-11-11 16:49:00,394,France,28,172.63333333333333,65.66666666666667
12693.0,4,855.91,2011-08-04 17:51:00,255,Germany,127,213.9775,63.75
12694.0,2,869.67,2011-09-30 13:06:00,509,France,70,434.835,254.5
12695.0,4,582.1,2011-12-02 13:22:00,220,France,7,145.525,55.0
12697.0,3,957.59,2011-11-11 08:47:00,508,Sweden,29,319.19666666666666,169.33333333333334
12701.0,2,797.71,2011-09-21 10:47:00,678,Germany,80,398.855,339.0
12702.0,1,219.0,2011-11-20 10:36:00,53,Germany,20,219.0,53.0
12703.0,1,283.55,2011-09-29 17:52:00,164,Germany,71,283.55,164.0
12704.0,8,2340.84,2011-12-02 13:15:00,1006,Finland,7,292.605,125.75
12707.0,1,603.42,2011-02-21 08:38:00,256,France,292,603.42,256.0
12708.0,10,2712.91,2011-11-10 09:52:00,1307,Germany,30,271.291,130.7
12710.0,3,1149.02,2011-09-04 12:00:00,851,Germany,97,383.00666666666666,283.6666666666667
12715.0,1,353.86,2011-08-25 15:22:00,197,Sweden,106,353.86,197.0
12716.0,2,1053.49,2011-12-06 08:55:00,708,France,4,526.745,354.0
12717.0,2,1030.98,2011-07-11 14:47:00,506,Greece,151,515.49,253.0
12718.0,1,238.25,2011-09-29 16:38:00,203,France,71,238.25,203.0
12719.0,2,644.95,2011-12-04 13:45:00,374,France,5,322.475,187.0
12721.0,6,2656.13,2011-11-08 12:13:00,1959,France,32,442.68833333333333,326.5
12722.0,4,997.63,2011-09-15 14:50:00,566,France,85,249.4075,141.5
12723.0,5,725.07,2011-12-06 10:19:00,434,France,4,145.014,86.8
12724.0,4,1031.41,2011-12-04 16:02:00,445,France,5,257.8525,111.25
12728.0,4,836.33,2011-09-29 15:31:00,419,France,71,209.0825,104.75
12729.0,1,453.01,2011-08-18 11:40:00,233,France,114,453.01,233.0
12732.0,1,236.26000000000002,2011-06-13 11:33:00,111,France,180,236.26000000000002,111.0
12733.0,1,383.95,2011-04-19 16:19:00,137,USA,234,383.95,137.0
12735.0,2,779.5699999999999,2011-01-28 13:37:00,368,France,315,389.78499999999997,184.0
12739.0,2,1013.04,2011-09-22 13:00:00,486,United Arab Emirates,78,506.52,243.0
12740.0,1,427.6,2011-10-07 10:44:00,342,France,64,427.6,342.0
12743.0,2,546.43,2011-07-28 16:21:00,319,Unspecified,134,273.215,159.5
12750.0,1,275.88,2011-08-03 09:13:00,137,Poland,129,275.88,137.0
12756.0,1,112.07999999999998,2011-09-14 09:31:00,144,Japan,87,112.07999999999998,144.0
12759.0,3,1531.44,2011-10-18 14:49:00,902,Netherlands,52,510.48,300.6666666666667
12763.0,2,494.08,2011-07-24 14:12:00,316,Japan,138,247.04,158.0
12775.0,5,1386.04,2011-11-22 16:33:00,877,Netherlands,17,277.20799999999997,175.4
12778.0,6,822.23,2011-11-20 11:30:00,825,Netherlands,20,137.03833333333333,137.5
12781.0,2,826.74,2011-10-07 10:37:00,671,Czech Republic,64,413.37,335.5
12782.0,5,2330.92,2011-12-05 09:16:00,1086,Portugal,5,466.184,217.2
12783.0,6,2225.91,2011-12-07 15:56:00,624,Portugal,2,370.98499999999996,104.0
12784.0,2,574.42,2011-11-30 15:38:00,300,Portugal,9,287.21,150.0
12787.0,3,463.66,2011-11-30 08:44:00,261,Netherlands,10,154.55333333333334,87.0
12789.0,1,91.85,2011-10-05 13:34:00,4,Netherlands,65,91.85,4.0
12790.0,1,324.92,2011-05-31 14:14:00,166,Netherlands,192,324.92,166.0
12792.0,1,400.53999999999996,2011-03-28 11:36:00,217,Portugal,257,400.53999999999996,217.0
12794.0,2,860.41,2011-10-17 14:54:00,592,Portugal,53,430.205,296.0
12795.0,1,430.48,2011-11-21 10:27:00,68,Portugal,19,430.48,68.0
12802.0,1,427.58,2011-06-06 09:36:00,314,Netherlands,187,427.58,314.0
12808.0,3,483.65000000000003,2011-11-03 10:05:00,188,Portugal,37,161.21666666666667,62.666666666666664
12809.0,1,489.31,2011-06-15 10:51:00,220,Portugal,178,489.31,220.0
12811.0,3,514.85,2011-03-24 09:42:00,230,Portugal,261,171.61666666666667,76.66666666666667
12812.0,1,229.64000000000001,2011-10-26 09:54:00,164,Japan,45,229.64000000000001,164.0
12814.0,1,125.92,2011-08-30 12:11:00,49,Poland,102,125.92,49.0
12815.0,2,1063.46,2011-07-15 10:21:00,379,Poland,148,531.73,189.5
12816.0,2,572.2,2011-09-05 12:41:00,128,Poland,96,286.1,64.0
12817.0,1,166.04,2011-03-03 16:28:00,53,Austria,281,166.04,53.0
12820.0,4,942.34,2011-12-06 15:12:00,722,United Kingdom,3,235.585,180.5
12821.0,1,92.72,2011-05-09 15:51:00,70,United Kingdom,214,92.72,70.0
12822.0,2,948.88,2011-09-30 10:04:00,550,United Kingdom,71,474.44,275.0
12823.0,5,1759.5,2011-09-26 07:35:00,230,United Kingdom,75,351.9,46.0
12824.0,1,397.12,2011-10-11 12:49:00,232,United Kingdom,60,397.12,232.0
12826.0,7,1474.72,2011-12-07 10:25:00,1058,United Kingdom,3,210.67428571428573,151.14285714285714
12827.0,3,430.15000000000003,2011-12-04 12:17:00,197,United Kingdom,6,143.38333333333335,65.66666666666667
12828.0,6,1018.71,2011-12-07 08:45:00,494,United Kingdom,3,169.785,82.33333333333333
12831.0,1,215.05,2011-03-22 13:02:00,135,United Kingdom,262,215.05,135.0
12832.0,2,383.03,2011-11-07 13:30:00,195,United Kingdom,32,191.515,97.5
12833.0,1,417.38,2011-07-17 13:46:00,156,United Kingdom,145,417.38,156.0
12834.0,1,312.38,2011-03-02 09:49:00,110,United Kingdom,283,312.38,110.0
12836.0,4,2612.86,2011-10-11 15:10:00,1064,United Kingdom,59,653.215,266.0
12837.0,1,134.1,2011-06-19 16:07:00,24,United Kingdom,173,134.1,24.0
12838.0,2,683.13,2011-11-06 12:20:00,359,United Kingdom,34,341.565,179.5
12840.0,4,2726.77,2011-07-19 09:29:00,1511,United Kingdom,144,681.6925,377.75
12842.0,2,1118.99,2011-09-30 15:33:00,547,United Kingdom,70,559.495,273.5
12843.0,8,1702.26,2011-10-05 12:09:00,781,United Kingdom,66,212.7825,97.625
12844.0,2,325.96000000000004,2011-11-10 13:31:00,125,United Kingdom,29,162.98000000000002,62.5
12845.0,4,354.09,2011-03-17 13:34:00,204,United Kingdom,267,88.5225,51.0
12849.0,2,1050.8899999999999,2011-11-08 13:41:00,623,United Kingdom,31,525.4449999999999,311.5
12851.0,1,135.18,2011-09-04 12:41:00,109,United Kingdom,97,135.18,109.0
12852.0,1,311.55,2011-02-18 08:47:00,149,United Kingdom,295,311.55,149.0
12853.0,6,1957.1000000000001,2011-07-28 11:29:00,800,United Kingdom,135,326.18333333333334,133.33333333333334
12854.0,3,1324.5,2011-09-22 12:15:00,627,United Kingdom,79,441.5,209.0
12856.0,6,2179.93,2011-12-02 10:52:00,1079,United Kingdom,8,363.32166666666666,179.83333333333334
12857.0,2,1106.4,2011-05-13 10:20:00,343,United Kingdom,211,553.2,171.5
12863.0,1,521.2,2011-10-18 14:15:00,188,United Kingdom,52,521.2,188.0
12864.0,1,147.12,2011-07-24 13:03:00,216,United Kingdom,138,147.12,216.0
12866.0,1,559.12,2011-03-01 14:11:00,171,Belgium,283,559.12,171.0
12868.0,6,1607.0600000000002,2011-06-07 10:42:00,928,United Kingdom,186,267.84333333333336,154.66666666666666
12871.0,2,380.64,2011-09-16 15:07:00,200,United Kingdom,84,190.32,100.0
12872.0,2,599.97,2011-01-17 10:52:00,319,United Kingdom,327,299.985,159.5
12873.0,1,374.0,2011-03-02 14:58:00,128,United Kingdom,282,374.0,128.0
12878.0,2,854.99,2011-04-17 13:07:00,547,United Kingdom,236,427.495,273.5
12879.0,3,573.22,2011-10-26 12:24:00,370,United Kingdom,45,191.07333333333335,123.33333333333333
12881.0,1,298.0,2011-03-09 11:44:00,21,United Kingdom,276,298.0,21.0
12883.0,4,703.47,2011-11-15 09:32:00,196,United Kingdom,25,175.8675,49.0
12884.0,1,309.05,2011-09-12 13:10:00,43,United Kingdom,88,309.05,43.0
12885.0,3,1175.22,2011-10-07 13:40:00,655,United Kingdom,63,391.74,218.33333333333334
12886.0,2,1378.4,2011-10-03 10:09:00,770,United Kingdom,68,689.2,385.0
12888.0,2,354.12,2011-05-09 16:02:00,76,United Kingdom,214,177.06,38.0
12890.0,1,380.46999999999997,2011-11-15 17:26:00,259,United Kingdom,24,380.46999999999997,259.0
12891.0,3,331.0,2011-06-07 12:31:00,950,United Kingdom,186,110.33333333333333,316.6666666666667
12893.0,1,188.14,2011-11-09 12:34:00,96,United Kingdom,31,188.14,96.0
12895.0,2,372.8,2011-10-28 13:51:00,210,United Kingdom,42,186.4,105.0
12897.0,2,216.5,2011-05-19 12:13:00,110,United Kingdom,205,108.25,55.0
12902.0,1,138.68,2011-03-20 12:06:00,66,United Kingdom,265,138.68,66.0
12904.0,2,509.58,2011-11-21 14:34:00,302,United Kingdom,18,254.79,151.0
12906.0,5,2919.81,2011-11-28 09:55:00,1749,United Kingdom,12,583.962,349.8
12909.0,5,2178.67,2011-10-31 12:43:00,1280,United Kingdom,40,435.73400000000004,256.0
12912.0,5,1662.3,2011-12-07 08:55:00,670,United Kingdom,3,332.46,134.0
12913.0,5,2483.63,2011-12-05 12:11:00,1419,United Kingdom,5,496.726,283.8
12915.0,2,363.65,2011-07-14 11:34:00,93,United Kingdom,149,181.825,46.5
12917.0,1,594.0,2011-08-03 16:42:00,120,United Kingdom,128,594.0,120.0
12919.0,6,1335.19,2011-12-01 13:47:00,673,United Kingdom,8,222.53166666666667,112.16666666666667
12920.0,1,164.23,2011-11-22 15:05:00,129,United Kingdom,17,164.23,129.0
12922.0,1,405.38,2011-07-01 15:35:00,370,United Kingdom,161,405.38,370.0
12923.0,1,176.97,2011-10-06 16:20:00,69,United Kingdom,64,176.97,69.0
12924.0,4,933.7,2011-09-12 13:55:00,481,United Kingdom,88,233.425,120.25
12925.0,2,694.05,2011-12-05 11:11:00,541,United Kingdom,5,347.025,270.5
12928.0,5,2062.7000000000003,2011-11-04 14:24:00,1472,United Kingdom,35,412.5400000000001,294.4
12929.0,1,117.85,2011-02-01 12:08:00,37,United Kingdom,312,117.85,37.0
12930.0,2,415.8,2011-09-22 15:18:00,252,United Kingdom,78,207.9,126.0
12933.0,3,607.53,2011-11-15 16:38:00,499,United Kingdom,24,202.51,166.33333333333334
12935.0,7,2160.7,2011-12-07 17:25:00,1853,United Kingdom,2,308.6714285714285,264.7142857142857
12936.0,4,1063.9,2011-11-22 17:32:00,559,United Kingdom,17,265.975,139.75
12937.0,4,1504.27,2011-11-24 15:05:00,1007,United Kingdom,15,376.0675,251.75
12938.0,1,114.14,2011-11-14 11:21:00,140,United Kingdom,26,114.14,140.0
12940.0,2,913.54,2011-10-16 12:09:00,411,United Kingdom,55,456.77,205.5
12942.0,3,683.9,2011-07-31 14:39:00,203,United Kingdom,131,227.96666666666667,67.66666666666667
12944.0,2,604.51,2011-11-04 11:04:00,289,United Kingdom,36,302.255,144.5
12945.0,1,462.95,2011-02-24 14:15:00,165,United Kingdom,288,462.95,165.0
12947.0,6,1603.99,2011-07-19 10:06:00,1165,United Kingdom,144,267.33166666666665,194.16666666666666
12948.0,7,2064.95,2011-11-23 17:10:00,1080,United Kingdom,16,294.99285714285713,154.28571428571428
12951.0,6,1064.07,2011-12-01 12:14:00,503,United Kingdom,9,177.345,83.83333333333333
12952.0,4,1387.79,2011-12-04 10:35:00,653,United Kingdom,6,346.9475,163.25
12953.0,1,329.85,2011-11-30 09:24:00,84,United Kingdom,10,329.85,84.0
12956.0,1,108.07,2011-02-06 16:08:00,34,United Kingdom,306,108.07,34.0
12962.0,2,266.39,2011-12-02 15:55:00,129,United Kingdom,7,133.195,64.5
12963.0,8,1856.63,2011-12-01 12:55:00,881,United Kingdom,8,232.07875,110.125
12966.0,1,160.18,2011-11-30 12:38:00,75,United Kingdom,10,160.18,75.0
12968.0,1,135.95,2011-08-19 15:44:00,73,United Kingdom,112,135.95,73.0
12970.0,4,452.24,2011-12-02 14:30:00,310,United Kingdom,7,113.06,77.5
12974.0,1,144.8,2011-05-26 09:33:00,24,United Kingdom,198,144.8,24.0
12977.0,1,39.239999999999995,2011-07-06 16:40:00,12,United Kingdom,156,39.239999999999995,12.0
12981.0,2,372.21999999999997,2011-11-10 12:00:00,242,United Kingdom,30,186.10999999999999,121.0
12982.0,1,390.54,2011-04-11 11:51:00,288,United Kingdom,243,390.54,288.0
12984.0,1,97.5,2011-11-21 12:37:00,26,United Kingdom,19,97.5,26.0
12987.0,2,558.7,2011-09-27 12:03:00,219,United Kingdom,74,279.35,109.5
12988.0,1,535.32,2011-02-20 14:31:00,136,United Kingdom,292,535.32,136.0
12990.0,3,409.5,2011-11-08 13:01:00,200,United Kingdom,31,136.5,66.66666666666667
12991.0,2,503.76,2011-11-16 15:34:00,405,United Kingdom,23,251.88,202.5
12993.0,4,414.76,2011-11-16 15:49:00,240,United Kingdom,23,103.69,60.0
